start_ts,weather_conditions,duration_seconds
11/18/17 17:00,Bad,2133
11/18/17 16:00,Bad,3240
11/4/17 11:00,Good,2895
11/11/17 6:00,Good,1380
11/11/17 12:00,Good,2122
11/11/17 10:00,Good,1432
11/11/17 16:00,Good,2427
11/4/17 12:00,Good,2700
11/11/17 12:00,Good,1860
11/4/17 5:00,Good,1200
11/18/17 11:00,Good,1980
11/18/17 6:00,Good,1500
11/4/17 10:00,Good,1980
11/4/17 14:00,Good,3059
11/11/17 11:00,Good,1832
11/4/17 8:00,Good,1757
11/4/17 15:00,Good,3396
11/18/17 12:00,Bad,3461
11/4/17 10:00,Good,2333
11/11/17 13:00,Good,2103
11/4/17 1:00,Good,0
11/11/17 12:00,Good,2330
11/25/17 16:00,Good,2563
11/11/17 7:00,Good,1203
11/4/17 16:00,Bad,2761
11/11/17 12:00,Good,2029
11/4/17 6:00,Good,1351
11/11/17 14:00,Good,2640
11/11/17 6:00,Good,1380
11/4/17 7:00,Good,1260
11/4/17 10:00,Good,1975
11/11/17 6:00,Good,1200
11/11/17 5:00,Good,1296
11/4/17 4:00,Good,1440
11/11/17 8:00,Good,1440
11/11/17 12:00,Good,2133
11/18/17 12:00,Bad,2580
11/18/17 15:00,Good,2889
11/4/17 8:00,Good,1800
11/18/17 10:00,Bad,2280
11/25/17 17:00,Good,2340
11/18/17 7:00,Bad,1380
11/4/17 11:00,Good,2531
11/11/17 8:00,Good,1500
11/4/17 18:00,Bad,2280
11/4/17 17:00,Bad,2580
11/11/17 14:00,Good,3614
11/18/17 14:00,Good,2722
11/4/17 13:00,Good,3420
11/11/17 8:00,Good,1320
11/4/17 17:00,Bad,2330
11/11/17 16:00,Good,4980
11/11/17 7:00,Good,1320
11/18/17 6:00,Good,1800
11/18/17 8:00,Bad,1620
11/4/17 14:00,Good,3240
11/4/17 18:00,Bad,2580
11/18/17 12:00,Bad,2606
11/4/17 12:00,Good,2460
11/18/17 14:00,Good,2825
11/11/17 10:00,Good,1622
11/11/17 12:00,Good,2015
11/11/17 8:00,Good,1417
11/4/17 12:00,Good,3420
11/11/17 15:00,Good,2280
11/4/17 6:00,Good,1282
11/11/17 15:00,Good,3094
11/4/17 16:00,Bad,3180
11/4/17 12:00,Good,2520
11/25/17 3:00,Good,1374
11/11/17 16:00,Good,2220
11/11/17 8:00,Good,1140
11/18/17 14:00,Good,2757
11/4/17 15:00,Good,3420
11/18/17 10:00,Bad,1260
11/11/17 16:00,Good,2213
11/11/17 9:00,Good,1344
11/11/17 7:00,Good,1243
11/11/17 12:00,Good,1794
11/11/17 15:00,Good,2700
11/11/17 8:00,Good,1320
11/4/17 10:00,Good,1620
11/4/17 14:00,Good,3460
11/4/17 16:00,Bad,3000
11/4/17 16:00,Bad,3300
11/4/17 12:00,Good,2760
11/11/17 14:00,Good,2340
11/25/17 14:00,Good,6420
11/11/17 10:00,Good,1200
11/25/17 18:00,Good,2345
11/4/17 20:00,Good,1860
11/11/17 12:00,Good,1620
11/11/17 8:00,Good,1740
11/4/17 16:00,Bad,3540
11/4/17 8:00,Good,1260
11/11/17 4:00,Good,1140
11/18/17 7:00,Bad,1200
11/4/17 6:00,Good,1472
11/11/17 6:00,Good,1280
11/18/17 12:00,Bad,2877
11/11/17 10:00,Good,1412
11/25/17 8:00,Good,1260
11/4/17 6:00,Good,1260
11/11/17 15:00,Good,2196
11/18/17 14:00,Good,3480
11/11/17 14:00,Good,2400
11/18/17 7:00,Bad,1608
11/25/17 16:00,Good,2091
11/4/17 18:00,Bad,2332
11/11/17 14:00,Good,2100
11/11/17 12:00,Good,1980
11/25/17 16:00,Good,2203
11/11/17 14:00,Good,2040
11/18/17 18:00,Good,2460
11/11/17 13:00,Good,4380
11/25/17 23:00,Good,1500
11/11/17 18:00,Good,2675
11/4/17 13:00,Good,2640
11/18/17 10:00,Bad,2333
11/18/17 14:00,Good,3172
11/4/17 17:00,Bad,2340
11/11/17 10:00,Good,1516
11/4/17 14:00,Good,3840
11/4/17 8:00,Good,1260
11/11/17 6:00,Good,1440
11/11/17 8:00,Good,1260
11/18/17 12:00,Bad,2700
11/18/17 5:00,Good,1320
11/11/17 7:00,Good,1355
11/11/17 10:00,Good,1465
11/11/17 12:00,Good,1933
11/11/17 15:00,Good,2010
11/4/17 8:00,Good,1740
11/11/17 9:00,Good,1620
11/11/17 10:00,Good,1260
11/11/17 13:00,Good,2040
11/4/17 15:00,Good,3300
11/11/17 10:00,Good,1380
11/4/17 9:00,Good,1594
11/11/17 13:00,Good,2256
11/18/17 17:00,Bad,3022
11/4/17 12:00,Good,3540
11/4/17 17:00,Bad,2580
11/4/17 14:00,Good,3840
11/4/17 16:00,Bad,2765
11/11/17 15:00,Good,2540
11/4/17 16:00,Bad,3058
11/11/17 16:00,Good,2400
11/11/17 16:00,Good,2400
11/4/17 6:00,Good,1267
11/4/17 6:00,Good,1267
11/4/17 17:00,Bad,2151
11/4/17 17:00,Bad,2151
11/4/17 10:00,Good,2550
11/11/17 9:00,Good,1260
11/11/17 6:00,Good,1320
11/11/17 16:00,Good,2640
11/11/17 11:00,Good,1440
11/25/17 17:00,Good,2700
11/18/17 15:00,Good,2880
11/4/17 21:00,Good,1800
11/4/17 12:00,Good,2580
11/4/17 16:00,Bad,3420
11/11/17 6:00,Good,1500
11/4/17 18:00,Bad,2172
11/11/17 10:00,Good,1560
11/11/17 10:00,Good,1920
11/18/17 12:00,Bad,2640
11/18/17 12:00,Bad,2640
11/11/17 14:00,Good,2460
11/11/17 7:00,Good,1260
11/4/17 15:00,Good,3360
11/4/17 19:00,Good,2400
11/4/17 10:00,Good,1680
11/4/17 12:00,Good,2880
11/4/17 11:00,Good,2963
11/18/17 11:00,Good,2178
11/4/17 11:00,Good,2963
11/18/17 14:00,Good,3540
11/11/17 17:00,Good,2475
11/4/17 12:00,Good,2575
11/11/17 8:00,Good,1063
11/11/17 12:00,Good,1747
11/18/17 8:00,Bad,1417
11/18/17 12:00,Bad,2175
11/18/17 10:00,Bad,1560
11/4/17 20:00,Good,2220
11/18/17 12:00,Bad,3600
11/11/17 10:00,Good,1200
11/25/17 15:00,Good,2356
11/4/17 9:00,Good,1934
11/4/17 11:00,Good,2155
11/11/17 11:00,Good,1211
11/11/17 6:00,Good,1260
11/4/17 15:00,Good,3214
11/11/17 13:00,Good,2693
11/4/17 15:00,Good,3335
11/18/17 18:00,Good,2520
11/11/17 13:00,Good,2280
11/11/17 11:00,Good,1683
11/18/17 13:00,Bad,3120
11/11/17 10:00,Good,1466
11/25/17 14:00,Good,1828
11/4/17 10:00,Good,2522
11/4/17 14:00,Good,2948
11/25/17 10:00,Good,1080
11/25/17 18:00,Good,2493
11/4/17 19:00,Good,2460
11/11/17 16:00,Good,2220
11/4/17 4:00,Good,1595
11/18/17 12:00,Bad,2340
11/18/17 7:00,Bad,1182
11/18/17 6:00,Good,1566
11/18/17 8:00,Bad,1332
11/4/17 16:00,Bad,3180
11/4/17 18:00,Bad,2220
11/4/17 9:00,Good,1843
11/25/17 13:00,Good,1737
11/18/17 13:00,Bad,3420
11/11/17 6:00,Good,1586
11/4/17 6:00,Good,1532
11/4/17 16:00,Bad,2820
11/18/17 15:00,Good,3240
11/11/17 14:00,Good,2400
11/11/17 17:00,Good,3180
11/11/17 11:00,Good,1620
11/25/17 15:00,Good,2195
11/11/17 16:00,Good,2040
11/4/17 14:00,Good,3300
11/4/17 17:00,Bad,2760
11/11/17 16:00,Good,2400
11/11/17 6:00,Good,1320
11/11/17 7:00,Good,1440
11/11/17 12:00,Good,1620
11/11/17 6:00,Good,1095
11/4/17 12:00,Good,2929
11/11/17 16:00,Good,2310
11/11/17 8:00,Good,1364
11/4/17 8:00,Good,1299
11/11/17 8:00,Good,1200
11/18/17 8:00,Bad,1260
11/11/17 11:00,Good,2032
11/11/17 9:00,Good,1316
11/18/17 7:00,Bad,1454
11/11/17 12:00,Good,1909
11/11/17 9:00,Good,1494
11/11/17 10:00,Good,1529
11/11/17 16:00,Good,2548
11/18/17 21:00,Bad,1748
11/11/17 12:00,Good,1993
11/11/17 16:00,Good,2400
11/4/17 17:00,Bad,2280
11/11/17 17:00,Good,2089
11/25/17 12:00,Good,1646
11/11/17 14:00,Good,1980
11/4/17 8:00,Good,1406
11/18/17 13:00,Bad,3779
11/4/17 15:00,Good,3366
11/4/17 15:00,Good,3180
11/4/17 4:00,Good,1260
11/11/17 9:00,Good,1260
11/4/17 18:00,Bad,3060
11/11/17 7:00,Good,1380
11/11/17 14:00,Good,2220
11/4/17 14:00,Good,3000
11/11/17 7:00,Good,1395
11/4/17 14:00,Good,3982
11/4/17 11:00,Good,2657
11/11/17 15:00,Good,2454
11/4/17 9:00,Good,0
11/4/17 14:00,Good,3300
11/4/17 7:00,Good,1427
11/11/17 6:00,Good,1436
11/11/17 16:00,Good,2205
11/11/17 9:00,Good,1359
11/18/17 10:00,Bad,2083
11/18/17 11:00,Good,2312
11/4/17 17:00,Bad,2472
11/4/17 17:00,Bad,2580
11/11/17 14:00,Good,2287
11/18/17 12:00,Bad,2467
11/11/17 16:00,Good,2312
11/11/17 10:00,Good,1620
11/11/17 15:00,Good,2880
11/11/17 14:00,Good,2580
11/4/17 16:00,Bad,2820
11/11/17 14:00,Good,2464
11/4/17 11:00,Good,2640
11/4/17 16:00,Bad,2903
11/11/17 7:00,Good,1440
11/11/17 13:00,Good,2233
11/11/17 9:00,Good,1440
11/11/17 16:00,Good,2580
11/11/17 12:00,Good,2160
11/11/17 17:00,Good,2310
11/11/17 8:00,Good,1500
11/25/17 10:00,Good,1680
11/11/17 10:00,Good,1440
11/11/17 8:00,Good,1440
11/25/17 11:00,Good,1680
11/4/17 8:00,Good,1440
11/4/17 7:00,Good,1440
11/4/17 16:00,Bad,3180
11/11/17 10:00,Good,1200
11/11/17 7:00,Good,1348
11/4/17 17:00,Bad,2520
11/11/17 14:00,Good,2274
11/4/17 12:00,Good,3292
11/11/17 11:00,Good,1740
11/4/17 12:00,Good,2520
11/4/17 20:00,Good,1462
11/11/17 19:00,Good,1916
11/4/17 11:00,Good,2456
11/11/17 8:00,Good,1200
11/11/17 6:00,Good,1380
11/18/17 6:00,Good,1405
11/4/17 14:00,Good,3482
11/18/17 8:00,Bad,1313
11/25/17 11:00,Good,1265
11/11/17 7:00,Good,1320
11/18/17 16:00,Bad,3120
11/11/17 8:00,Good,1380
11/11/17 12:00,Good,1500
11/11/17 10:00,Good,1500
11/18/17 5:00,Good,1311
11/25/17 17:00,Good,2580
11/4/17 10:00,Good,1740
11/4/17 8:00,Good,1500
11/4/17 18:00,Bad,480
11/4/17 16:00,Bad,2760
11/11/17 14:00,Good,2465
11/4/17 16:00,Bad,3360
11/11/17 13:00,Good,1980
11/11/17 16:00,Good,2294
11/18/17 7:00,Bad,1320
11/4/17 13:00,Good,3000
11/4/17 9:00,Good,1440
11/18/17 11:00,Good,1800
11/11/17 16:00,Good,2804
11/11/17 5:00,Good,1860
11/4/17 12:00,Good,2239
11/11/17 16:00,Good,2820
11/4/17 5:00,Good,1018
11/11/17 23:00,Good,1416
11/11/17 6:00,Good,1456
11/18/17 6:00,Good,1520
11/11/17 10:00,Good,1560
11/11/17 9:00,Good,1080
11/11/17 10:00,Good,1320
11/25/17 11:00,Good,1800
11/4/17 15:00,Good,3448
11/4/17 8:00,Good,1690
11/18/17 6:00,Good,1331
11/18/17 6:00,Good,1500
11/11/17 18:00,Good,1978
11/18/17 9:00,Bad,1497
11/4/17 16:00,Bad,2820
11/4/17 9:00,Good,1680
11/4/17 10:00,Good,1680
11/18/17 6:00,Good,1335
11/4/17 12:00,Good,2263
11/4/17 0:00,Good,1560
11/4/17 10:00,Good,2632
11/4/17 14:00,Good,2964
11/18/17 5:00,Good,1656
11/4/17 11:00,Good,2400
11/4/17 18:00,Bad,2460
11/4/17 14:00,Good,3480
11/11/17 4:00,Good,1491
11/4/17 12:00,Good,2757
11/11/17 12:00,Good,1975
11/11/17 13:00,Good,2148
11/4/17 13:00,Good,3180
11/18/17 13:00,Bad,3720
11/25/17 14:00,Good,1800
11/18/17 18:00,Good,1484
11/11/17 11:00,Good,1680
11/25/17 16:00,Good,2767
11/4/17 12:00,Good,2520
11/11/17 12:00,Good,1860
11/4/17 18:00,Bad,2488
11/11/17 8:00,Good,1200
11/25/17 5:00,Good,1265
11/4/17 11:00,Good,2325
11/18/17 6:00,Good,1500
11/18/17 5:00,Good,1568
11/4/17 16:00,Bad,3420
11/4/17 6:00,Good,1519
11/11/17 8:00,Good,1380
11/4/17 17:00,Bad,2518
11/18/17 8:00,Bad,1495
11/11/17 7:00,Good,1380
11/18/17 18:00,Good,1800
11/4/17 14:00,Good,3831
11/25/17 11:00,Good,1516
11/4/17 8:00,Good,1260
11/4/17 11:00,Good,2400
11/25/17 12:00,Good,1440
11/11/17 12:00,Good,1800
11/25/17 17:00,Good,2220
11/4/17 12:00,Good,3180
11/4/17 7:00,Good,1200
11/4/17 14:00,Good,3000
11/4/17 7:00,Good,1538
11/4/17 8:00,Good,1673
11/4/17 14:00,Good,3539
11/4/17 4:00,Good,1341
11/11/17 7:00,Good,1425
11/11/17 5:00,Good,1340
11/11/17 3:00,Good,1203
11/11/17 12:00,Good,1997
11/11/17 8:00,Good,1519
11/4/17 6:00,Good,1462
11/4/17 15:00,Good,3699
11/4/17 15:00,Good,3180
11/4/17 11:00,Good,2475
11/11/17 6:00,Good,1260
11/11/17 13:00,Good,2220
11/25/17 18:00,Good,3684
11/18/17 20:00,Good,1715
11/25/17 5:00,Good,1440
11/18/17 13:00,Bad,3526
11/18/17 6:00,Good,1638
11/4/17 18:00,Bad,1775
11/4/17 10:00,Good,2460
11/4/17 19:00,Good,1861
11/11/17 21:00,Good,1363
11/11/17 7:00,Good,1260
11/11/17 10:00,Good,1486
11/11/17 14:00,Good,2491
11/18/17 8:00,Bad,1565
11/4/17 11:00,Good,2760
11/4/17 6:00,Good,1920
11/4/17 8:00,Good,1392
11/4/17 17:00,Bad,2132
11/18/17 13:00,Bad,2700
11/18/17 7:00,Bad,1331
11/11/17 7:00,Good,1379
11/25/17 13:00,Good,1800
11/4/17 17:00,Bad,2340
11/4/17 12:00,Good,2460
11/4/17 19:00,Good,1748
11/4/17 12:00,Good,3000
11/11/17 11:00,Good,1680
11/25/17 10:00,Good,1584
11/11/17 12:00,Good,1680
11/18/17 8:00,Bad,1620
11/4/17 7:00,Good,1140
11/4/17 17:00,Bad,2134
11/11/17 12:00,Good,1860
11/11/17 15:00,Good,2220
11/11/17 11:00,Good,1731
11/4/17 15:00,Good,2400
11/11/17 20:00,Good,1800
11/18/17 14:00,Good,3291
11/4/17 12:00,Good,2700
11/11/17 8:00,Good,1392
11/4/17 15:00,Good,3262
11/11/17 6:00,Good,1670
11/11/17 4:00,Good,1380
11/11/17 9:00,Good,1384
11/4/17 16:00,Bad,2580
11/11/17 8:00,Good,1365
11/11/17 12:00,Good,1500
11/11/17 11:00,Good,2110
11/11/17 12:00,Good,1990
11/4/17 16:00,Bad,2340
11/4/17 10:00,Good,2114
11/18/17 8:00,Bad,1200
11/4/17 14:00,Good,2744
11/4/17 8:00,Good,1601
11/18/17 8:00,Bad,1483
11/11/17 16:00,Good,2400
11/4/17 14:00,Good,2704
11/4/17 12:00,Good,2898
11/11/17 17:00,Good,2280
11/11/17 19:00,Good,1923
11/4/17 10:00,Good,2055
11/4/17 16:00,Bad,3240
11/18/17 14:00,Good,3660
11/11/17 10:00,Good,1500
11/11/17 15:00,Good,2200
11/4/17 16:00,Bad,2926
11/11/17 13:00,Good,2449
11/11/17 4:00,Good,1254
11/4/17 12:00,Good,2340
11/11/17 18:00,Good,2160
11/11/17 14:00,Good,2400
11/4/17 7:00,Good,1260
11/11/17 10:00,Good,1330
11/25/17 5:00,Good,1560
11/11/17 8:00,Good,1339
11/11/17 6:00,Good,1380
11/4/17 7:00,Good,1380
11/25/17 16:00,Good,2400
11/11/17 16:00,Good,2634
11/18/17 14:00,Good,3604
11/11/17 10:00,Good,1174
11/11/17 10:00,Good,1385
11/18/17 12:00,Bad,2560
11/18/17 10:00,Bad,1908
11/11/17 5:00,Good,1260
11/11/17 10:00,Good,1500
11/11/17 11:00,Good,1740
11/4/17 8:00,Good,1380
11/11/17 9:00,Good,1280
11/4/17 6:00,Good,1168
11/4/17 6:00,Good,1200
11/4/17 15:00,Good,3207
11/11/17 8:00,Good,1200
11/11/17 5:00,Good,1380
11/4/17 11:00,Good,2693
11/4/17 12:00,Good,2554
11/25/17 18:00,Good,2520
11/4/17 9:00,Good,1782
11/4/17 10:00,Good,2700
11/11/17 17:00,Good,2280
11/4/17 15:00,Good,3144
11/11/17 16:00,Good,2280
11/4/17 11:00,Good,2700
11/18/17 15:00,Good,3240
11/18/17 12:00,Bad,2400
11/11/17 7:00,Good,1380
11/11/17 18:00,Good,2099
11/4/17 12:00,Good,3275
11/4/17 12:00,Good,2492
11/25/17 12:00,Good,1440
11/11/17 10:00,Good,1303
11/4/17 14:00,Good,2700
11/18/17 16:00,Bad,2186
11/11/17 6:00,Good,1500
11/25/17 11:00,Good,0
11/11/17 10:00,Good,1318
11/11/17 13:00,Good,2100
11/11/17 8:00,Good,1380
11/4/17 16:00,Bad,2834